record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
1897,BR-4114,State Bank of India (Consolidated),Thiruvananthapuram,Rural,2019,Post-Merger,2017-04-01,7.36,2.18,46.49,0.52,40.86,14.66,446.65,643.71
1898,BR-2613,State Bank of India (Consolidated),Bengaluru,Urban,2021,Post-Merger,2017-01-04,5.22,1.5,44.77,0.85,49.53,14.7,581.73,681.41
1899,BR-4158,State Bank of India (Consolidated),Jaipur,Urban,2020,Post-Merger,2017-04-01,5.79,2.14,53.61,0.88,44.32,14.6,1470.87,1847.97
1900,BR-8008,State Bank of Bikaner and Jaipur,Lucknow,Metro,2016,Pre-Merger,2017-04-01,10.1,6.79,52.1,1.03,41.56,12.58,380.14,441.69
1901,BR-9163,State Bank of Patiala,Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,14.58,9.06,50.75,0.54,40.27,10.04,313.39,404.91
1902,BR-8644,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-04-01,7.54,3.08,50.75,0.1,51.52,13.15,459.98,550.05
1903,BR-6419,State Bank of Patiala,Thiruvananthapuram,Urban,2016,Pre-Merger,2017-04-01,8.11,4.26,65.72,0.53,42.84,13.19,173.22,226.81
1904,BR-1373,State Bank of Mysore,Lucknow,Rural,2015,Pre-Merger,2017-04-01,9.15,5.88,48.98,0.6,42.87,12.07,489.21,571.82
1905,BR-6394,State Bank of Mysore,Chennai,Semi-Urban,2017,Pre-Merger,2017-01-04,9.28,5.57,54.18,0.16,45.67,13.1,1201.37,1451.45
1906,BR-5655,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-04-01,6.36,1.75,46.01,1.6,49.17,14.16,1350.67,1737.04
1907,BR-4486,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,6.17,1.89,48.85,1.57,47.45,15.42,332.39,385.6
1908,BR-6713,State Bank of India (Consolidated),Bhopal,Metro,2021,Post-Merger,2017-04-01,9.33,3.27,46.62,1.05,46.21,15.45,1086.13,1538.03
1909,BR-1684,State Bank of India (Parent),Hyderabad,Urban,2016,Pre-Merger,2017-04-01,7.83,3.99,53.18,1.12,42.34,12.28,607.9,861.85
1910,BR-9401,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-01-04,4.94,1.59,49.04,1.05,46.38,13.13,240.48,294.95
1911,BR-3389,State Bank of India (Consolidated),Kolkata,Urban,2018,Post-Merger,2017-04-01,5.59,2.21,47.99,1.07,43.32,14.4,1002.81,1416.9
1912,BR-3124,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2018,Post-Merger,2017-04-01,9.66,3.38,43.55,1.28,47.32,11.5,941.99,1161.31
1913,BR-6389,State Bank of Patiala,Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,7.15,4.86,60.1,0.07,43.69,11.54,722.33,1015.05
1914,BR-4904,State Bank of India (Consolidated),Delhi NCR,Metro,2018,Post-Merger,2017-04-01,4.02,1.75,49.81,0.83,41.93,16.44,885.04,1238.04
1915,BR-6862,State Bank of Travancore,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,10.79,6.3,56.47,1.05,42.19,14.04,1202.74,1568.29
1916,BR-8007,State Bank of Patiala,Bhopal,Rural,2014,Pre-Merger,2017-04-01,10.79,5.42,51.15,0.31,34.96,13.91,807.03,1112.64
1917,BR-5430,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,2017-01-04,4.77,1.67,47.36,0.79,41.95,14.67,1010.07,1248.8
1918,BR-1134,State Bank of India (Consolidated),Delhi NCR,Rural,2020,Post-Merger,2017-04-01,5.94,2.03,40.11,0.66,45.89,14.02,1143.33,1429.19
1919,BR-4752,State Bank of India (Parent),Ahmedabad,Metro,2015,Pre-Merger,2017-01-04,10.91,5.81,53.24,0.61,33.47,13.51,658.4,862.68
1920,BR-7710,State Bank of India (Consolidated),Chennai,Semi-Urban,2018,Post-Merger,2017-04-01,6.79,2.66,45.49,1.28,47.8,13.29,1032.1,1458.22
1921,BR-8895,State Bank of India (Consolidated),Mumbai Metro,Urban,2019,Post-Merger,2017-04-01,6.71,2.52,54.69,1.37,48.95,13.33,704.75,904.79
1922,BR-7652,State Bank of Patiala,Kolkata,Rural,2017,Pre-Merger,2017-01-04,7.13,3.86,53.61,1.15,34.04,11.89,1358.25,1598.17
1923,BR-5010,State Bank of India (Consolidated),Mumbai Metro,Metro,2019,Post-Merger,2017-01-04,8.34,2.99,49.35,0.51,40.95,12.0,629.1,890.41
1924,BR-1620,State Bank of India (Consolidated),Chandigarh,Metro,2021,Post-Merger,2017-04-01,8.28,2.86,40.56,0.4,45.86,12.97,508.6,685.72
1925,BR-7989,State Bank of India (Consolidated),Mumbai Metro,Urban,2021,Post-Merger,2017-01-04,9.47,3.04,45.8,0.6,49.14,12.7,1051.09,1232.9
1926,BR-7729,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,4.64,1.34,47.99,0.1,48.45,12.55,556.83,701.7
1927,BR-8119,State Bank of Travancore,Chandigarh,Metro,2015,Pre-Merger,2017-01-04,9.94,5.96,58.7,-0.35,37.93,14.5,227.23,296.74
1928,BR-1741,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,5.49,2.44,46.63,0.62,48.79,14.86,828.74,1041.99
1929,BR-3034,State Bank of Mysore,Chandigarh,Semi-Urban,2016,Pre-Merger,2017-04-01,8.17,4.38,52.77,-0.23,39.4,11.78,1247.1,1598.15
1930,BR-7071,State Bank of Mysore,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,11.37,5.98,49.95,0.51,46.46,10.05,873.61,1035.86
1931,BR-4472,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,9.53,5.17,46.94,-0.18,42.13,12.13,957.18,1353.25
1932,BR-1259,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-04-01,9.6,3.28,47.36,0.64,45.63,11.75,873.37,1067.28
1933,BR-4480,State Bank of India (Consolidated),Lucknow,Urban,2019,Post-Merger,2017-04-01,6.98,2.96,50.27,0.95,45.62,14.56,134.25,191.72
1934,BR-4850,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,5.67,2.46,44.02,1.38,48.11,14.88,704.41,968.16
1935,BR-9682,State Bank of India (Parent),Hyderabad,Semi-Urban,2014,Pre-Merger,2017-04-01,6.3,3.45,57.75,-0.54,37.25,12.31,793.47,1029.42
1936,BR-3879,State Bank of India (Consolidated),Bengaluru,Metro,2019,Post-Merger,2017-04-01,4.55,1.59,50.99,0.6,43.04,15.9,1283.62,1830.54
1937,BR-7863,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-01-04,8.17,3.55,43.75,0.94,45.99,14.6,793.86,925.21
1938,BR-2728,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,10.1,5.19,48.64,-0.25,43.25,14.32,276.33,393.09
1939,BR-1425,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,6.1,1.97,46.65,0.93,46.18,13.59,120.96,151.1
1940,BR-7411,State Bank of India (Consolidated),Ahmedabad,Urban,2019,Post-Merger,2017-04-01,5.93,2.31,49.29,0.84,46.45,15.78,384.85,494.63
1941,BR-2526,State Bank of Hyderabad,Ahmedabad,Metro,2014,Pre-Merger,2017-01-04,8.61,4.42,54.59,-0.66,36.92,12.82,926.28,1196.38
1942,BR-7396,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,2017-04-01,10.03,2.71,47.54,1.3,39.63,13.46,1274.74,1542.34
1943,BR-3045,State Bank of India (Consolidated),Bengaluru,Urban,2018,Post-Merger,2017-04-01,4.47,1.93,41.51,0.8,49.57,13.25,1434.8,1737.28
1944,BR-8948,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,4.76,1.21,44.73,0.38,45.58,13.94,1316.48,1587.53
1945,BR-5848,State Bank of Travancore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,6.04,3.52,51.89,0.35,35.13,12.46,1294.71,1553.47
1946,BR-2343,State Bank of Mysore,Chandigarh,Metro,2017,Pre-Merger,2017-01-04,12.36,7.81,50.02,0.34,50.79,10.59,976.79,1413.21
1947,BR-4357,State Bank of India (Parent),Thiruvananthapuram,Urban,2014,Pre-Merger,2017-04-01,8.3,5.46,49.71,1.2,33.93,12.17,1320.55,1825.05
1948,BR-7449,State Bank of Mysore,Lucknow,Urban,2017,Pre-Merger,2017-01-04,5.54,2.92,53.75,0.39,47.71,13.47,427.19,611.35
1949,BR-3894,State Bank of India (Parent),Bengaluru,Urban,2016,Pre-Merger,2017-01-04,14.32,9.38,61.9,1.2,50.57,13.04,1109.73,1364.27
1950,BR-7241,State Bank of Bikaner and Jaipur,Chandigarh,Semi-Urban,2014,Pre-Merger,2017-04-01,10.02,5.22,58.2,0.68,37.42,13.03,1438.42,1665.08
1951,BR-1026,State Bank of India (Consolidated),Lucknow,Rural,2018,Post-Merger,2017-01-04,9.16,3.91,42.2,1.4,44.63,13.95,1194.78,1547.0
1952,BR-7421,State Bank of India (Parent),Chennai,Metro,2016,Pre-Merger,2017-04-01,13.67,8.08,54.4,-0.29,40.73,10.26,1428.48,1766.62
1953,BR-6928,State Bank of Hyderabad,Ahmedabad,Semi-Urban,2016,Pre-Merger,2017-01-04,11.34,7.15,54.635,0.08,36.99,12.91,902.2,1051.02
1954,BR-4891,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2020,Post-Merger,2017-04-01,4.27,1.16,51.99,1.03,45.09,11.67,1422.91,2039.97
1955,BR-7601,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,3.56,1.38,45.65,0.36,41.34,13.68,1176.21,1647.5
1956,BR-7085,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-04-01,2.67,1.0,46.08,0.43,44.38,12.68,215.03,262.92
1957,BR-3583,State Bank of India (Parent),Lucknow,Semi-Urban,2017,Pre-Merger,2017-04-01,12.93,8.51,45.83,0.84,35.2,11.71,1425.08,1958.48
1958,BR-7664,State Bank of India (Parent),Mumbai Metro,Rural,2017,Pre-Merger,2017-04-01,6.52,3.57,62.07,0.74,41.28,11.67,322.05,383.92
1959,BR-7426,State Bank of India (Parent),Kolkata,Semi-Urban,2015,Pre-Merger,2017-04-01,11.98,7.91,52.73,-0.49,45.21,12.78,371.46,500.93
1960,BR-2140,State Bank of India (Consolidated),Mumbai Metro,Rural,2021,Post-Merger,2017-04-01,5.12,1.5,51.04,1.04,43.17,12.19,133.06,162.48
1961,BR-5735,State Bank of Travancore,Bengaluru,Metro,2017,Pre-Merger,2017-04-01,13.45,8.37,58.11,-0.05,43.09,13.47,107.75,127.9
1962,BR-8618,State Bank of India (Consolidated),Kolkata,Urban,2018,Post-Merger,2017-04-01,6.29,1.94,43.18,1.06,50.14,13.18,1203.09,1447.23
1963,BR-3978,State Bank of India (Consolidated),Mumbai Metro,Rural,2020,Post-Merger,2017-01-04,3.74,1.36,37.26,0.73,45.71,13.46,1139.44,1386.58
1964,BR-6626,State Bank of Travancore,Hyderabad,Urban,2014,Pre-Merger,2017-04-01,9.51,5.5,49.15,0.85,43.42,14.5,941.7,1275.81
1965,BR-8069,State Bank of India (Consolidated),Jaipur,Semi-Urban,2021,Post-Merger,2017-01-04,4.63,1.44,44.51,1.03,46.65,15.26,851.86,997.25
1966,BR-5212,State Bank of India (Consolidated),Ahmedabad,Rural,2020,Post-Merger,2017-01-04,6.87,2.06,45.53,1.4,46.19,11.92,619.1,754.68
1967,BR-1833,State Bank of India (Parent),Hyderabad,Urban,2015,Pre-Merger,2017-04-01,10.85,6.07,53.06,0.79,43.29,11.58,1411.98,1903.42
1968,BR-2260,State Bank of Bikaner and Jaipur,Ahmedabad,Rural,2017,Pre-Merger,2017-01-04,14.17,8.12,58.35,-0.84,45.05,13.08,909.99,1073.1
1969,BR-1249,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,2017-04-01,6.63,2.72,47.64,0.96,43.37,12.01,819.35,950.55
1970,BR-4679,State Bank of Patiala,Bengaluru,Rural,2015,Pre-Merger,2017-04-01,6.09,3.47,48.6,0.63,43.91,12.04,884.36,1256.3
1971,BR-7716,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,8.07,2.99,51.92,0.43,48.72,16.06,1292.82,1853.71
1972,BR-7659,State Bank of India (Consolidated),Bhopal,Rural,2018,Post-Merger,2017-01-04,7.26,1.82,44.11,0.67,42.94,12.48,1477.11,1949.52
1973,BR-1683,State Bank of Mysore,Chennai,Semi-Urban,2017,Pre-Merger,2017-04-01,13.77,7.51,44.92,0.76,44.29,11.87,680.32,937.47
1974,BR-4613,State Bank of Mysore,Chennai,Metro,2016,Pre-Merger,2017-01-04,5.81,3.49,58.55,-0.6,36.34,11.64,1038.6,1289.84
1975,BR-1158,State Bank of India (Parent),Lucknow,Urban,2017,Pre-Merger,2017-04-01,6.57,4.39,57.57,-1.39,45.77,14.17,722.21,858.4
1976,BR-7459,State Bank of India (Consolidated),Chennai,Metro,2018,Post-Merger,2017-04-01,4.74,1.2,47.91,0.43,43.82,13.64,540.67,648.3
1977,BR-3421,State Bank of India (Consolidated),Kolkata,Urban,2020,Post-Merger,2017-04-01,4.64,1.79,52.53,0.59,46.88,14.84,1388.62,1782.64
1978,BR-3173,State Bank of India (Consolidated),Mumbai Metro,Rural,2019,Post-Merger,2017-04-01,3.61,1.28,44.37,0.55,49.12,13.74,167.26,203.31
1979,BR-6873,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,2017-01-04,4.33,1.99,47.26,1.18,49.57,14.1,817.65,1096.22
1980,BR-5247,State Bank of India (Parent),Jaipur,Urban,2016,Pre-Merger,2017-04-01,17.08,9.19,55.94,0.24,42.27,13.92,437.92,518.18
1981,BR-4048,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2021,Post-Merger,2017-04-01,5.42,1.71,52.51,1.02,50.53,12.71,548.25,713.13
1982,BR-8323,State Bank of Hyderabad,Chennai,Rural,2015,Pre-Merger,2017-04-01,6.09,3.76,51.59,-0.29,40.23,12.08,935.74,1356.3
1983,BR-2009,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2018,Post-Merger,2017-04-01,6.57,1.94,53.13,0.77,44.92,12.52,668.67,892.38
1984,BR-1282,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2020,Post-Merger,2017-04-01,6.28,1.64,45.5,0.83,44.61,13.45,1425.16,1680.7
1985,BR-7358,State Bank of Patiala,Lucknow,Urban,2017,Pre-Merger,2017-04-01,9.55,5.81,56.67,0.92,37.77,12.84,407.46,480.55
1986,BR-7911,State Bank of India (Consolidated),Hyderabad,Urban,2018,Post-Merger,2017-04-01,4.73,1.32,46.54,1.29,47.86,15.25,355.33,463.03
1987,BR-1242,State Bank of India (Consolidated),Bengaluru,Urban,2020,Post-Merger,2017-04-01,5.13,1.94,40.94,1.1,45.51,14.03,723.73,1002.71
1988,BR-5652,State Bank of India (Consolidated),Bengaluru,Rural,2019,Post-Merger,2017-01-04,8.14,1.99,47.26,0.75,41.59,15.45,847.32,1039.24
1989,BR-3054,State Bank of India (Consolidated),Hyderabad,Rural,2021,Post-Merger,2017-01-04,5.72,1.99,47.26,1.6,43.17,15.86,1237.8,1509.08
1990,BR-2722,State Bank of India (Consolidated),Chandigarh,Urban,2018,Post-Merger,2017-04-01,5.78,2.59,46.72,0.36,41.83,13.64,208.34,272.84
1991,BR-4589,State Bank of India (Parent),Bhopal,Rural,2016,Pre-Merger,2017-04-01,10.93,6.65,63.02,0.84,44.71,9.63,843.28,1124.71
1992,BR-1728,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-01-04,7.24,2.45,44.45,0.74,46.77,14.71,1202.84,1652.05
1993,BR-5111,State Bank of India (Parent),Bengaluru,Urban,2016,Pre-Merger,2017-01-04,8.05,4.29,54.4,0.77,36.2,9.55,1171.17,1507.32
1994,BR-5339,State Bank of India (Parent),Lucknow,Metro,2016,Pre-Merger,2017-04-01,4.02,2.46,59.77,-0.61,37.43,12.34,1214.46,1751.19
1995,BR-5777,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2019,Post-Merger,2017-04-01,4.41,1.34,42.66,0.76,45.88,14.8,1328.46,1650.98
1996,BR-4915,State Bank of India (Consolidated),Hyderabad,Semi-Urban,2020,Post-Merger,2017-01-04,5.82,1.47,51.26,0.67,51.09,13.32,1062.53,1287.4
1997,BR-6171,State Bank of Patiala,Hyderabad,Metro,2017,Pre-Merger,2017-04-01,9.7,5.85,63.83,1.2,37.59,13.1,1303.48,1538.85
1998,BR-3921,State Bank of India (Consolidated),Ahmedabad,Urban,2020,Post-Merger,2017-04-01,9.29,3.85,48.69,0.67,37.47,14.05,1020.66,1278.29
1999,BR-6005,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,7.4,2.34,43.4,1.21,40.56,13.18,604.21,835.88
2000,BR-2350,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,2017-01-04,4.53,1.93,49.96,0.9,41.18,13.04,1288.81,1634.51
2001,BR-3781,State Bank of Travancore,Jaipur,Metro,2017,Pre-Merger,2017-04-01,9.27,5.95,54.54,0.98,37.96,12.04,356.33,476.67
2002,BR-9613,State Bank of Bikaner and Jaipur,Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,10.42,6.53,58.54,0.07,43.72,12.26,191.92,250.32
2003,BR-4340,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2018,Post-Merger,2017-04-01,5.72,2.05,40.9,0.59,50.34,15.8,640.03,911.64
2004,BR-5404,State Bank of India (Consolidated),Lucknow,Metro,2018,Post-Merger,2017-01-04,1.5,0.4,51.5,0.66,39.96,13.48,1496.89,2113.52
2005,BR-5552,Bharatiya Mahila Bank,Jaipur,Metro,2016,Pre-Merger,2017-04-01,11.55,6.17,58.01,-0.06,45.82,14.5,945.3,1293.13
2006,BR-2588,State Bank of India (Consolidated),Jaipur,Semi-Urban,2019,Post-Merger,2017-04-01,7.15,2.35,40.65,0.99,42.79,12.74,1235.64,1579.08
2007,BR-4771,State Bank of Travancore,Hyderabad,Rural,2015,Pre-Merger,2017-04-01,12.91,6.55,53.16,0.09,37.55,13.25,95.91,128.74
2008,BR-6085,State Bank of India (Consolidated),Ahmedabad,Semi-Urban,2020,Post-Merger,2017-04-01,5.09,1.78,49.37,0.35,44.2,13.6,969.9,1403.8
2009,BR-3997,Bharatiya Mahila Bank,Hyderabad,Urban,2014,Pre-Merger,2017-04-01,2.66,1.76,60.46,0.16,40.16,11.36,609.87,778.85
2010,BR-8039,State Bank of Patiala,Ahmedabad,Urban,2015,Pre-Merger,2017-01-04,10.61,6.08,54.64,0.34,44.48,11.63,1023.19,1441.05
2011,BR-6723,State Bank of Patiala,Lucknow,Urban,2016,Pre-Merger,2017-01-04,11.5,7.27,55.94,1.2,39.84,10.85,563.5,701.74
2012,BR-7742,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,6.5,2.71,46.4,1.12,43.81,13.9,1401.3,1639.17
2013,BR-4058,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2016,Pre-Merger,2017-04-01,7.94,4.4,58.31,0.79,41.12,12.9,699.06,884.98
2014,BR-1272,State Bank of Travancore,Jaipur,Rural,2016,Pre-Merger,2017-04-01,11.76,7.92,57.5,0.61,37.63,14.5,1092.65,1330.03
2015,BR-1602,State Bank of India (Consolidated),Jaipur,Semi-Urban,2021,Post-Merger,2017-01-04,6.72,2.62,46.67,1.06,48.29,11.5,663.5,918.57
2016,BR-6647,State Bank of India (Parent),Jaipur,Urban,2015,Pre-Merger,2017-01-04,9.31,5.29,49.87,0.78,42.36,12.15,385.12,540.86
2017,BR-5836,State Bank of India (Consolidated),Bengaluru,Urban,2020,Post-Merger,2017-01-04,8.29,2.12,53.82,0.64,43.34,11.52,1344.72,1793.36
2018,BR-1076,State Bank of Bikaner and Jaipur,Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,7.34,4.76,49.84,-0.6,37.91,11.75,436.19,590.9
2019,BR-5927,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2021,Post-Merger,2017-01-04,7.89,3.25,44.97,0.62,51.79,14.14,277.75,323.06
2020,BR-5438,State Bank of Patiala,Thiruvananthapuram,Urban,2016,Pre-Merger,2017-01-04,9.76,6.27,58.47,0.51,41.9,12.26,222.5,285.2
2021,BR-5380,State Bank of India (Parent),Lucknow,Metro,2014,Pre-Merger,2017-01-04,11.09,6.31,55.31,0.54,43.24,12.79,251.14,311.53
2022,BR-8702,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2018,Post-Merger,2017-04-01,6.9,2.12,44.18,0.66,51.3,12.04,245.47,327.56
2023,BR-9166,State Bank of India (Consolidated),Kolkata,Urban,2021,Post-Merger,2017-04-01,7.29,2.86,41.38,1.32,43.53,13.93,380.02,469.73
2024,BR-3796,State Bank of India (Parent),Chandigarh,Metro,2017,Pre-Merger,2017-01-04,6.46,3.31,60.11,0.65,36.54,10.46,1238.99,1507.58
2025,BR-9796,State Bank of India (Parent),Lucknow,Urban,2016,Pre-Merger,2017-01-04,4.97,3.17,52.64,0.12,43.64,11.94,227.69,283.87
2026,BR-9475,State Bank of India (Parent),Lucknow,Metro,2015,Pre-Merger,2017-04-01,8.54,4.52,52.47,0.06,41.02,12.34,852.87,1072.29
2027,BR-4390,State Bank of India (Parent),Thiruvananthapuram,Metro,2016,Pre-Merger,2017-04-01,14.11,7.1,56.19,0.51,40.82,13.44,1448.25,1963.12
2028,BR-5810,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,6.39,2.55,51.99,1.37,42.27,15.23,892.06,1090.71
2029,BR-3974,State Bank of Patiala,Ahmedabad,Rural,2016,Pre-Merger,2017-04-01,10.75,5.67,56.79,0.56,45.09,12.99,433.34,529.49
2030,BR-2889,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2018,Post-Merger,2017-01-04,6.26,2.47,45.63,0.45,42.78,14.24,230.9,330.25
2031,BR-9894,State Bank of India (Consolidated),Jaipur,Semi-Urban,2020,Post-Merger,2017-04-01,4.59,1.83,46.49,0.94,43.75,14.58,1173.19,1409.65
2032,BR-2569,State Bank of India (Parent),Kolkata,Metro,2014,Pre-Merger,2017-01-04,13.02,8.61,59.58,1.16,45.62,12.44,1463.88,2103.79
2033,BR-8035,State Bank of Bikaner and Jaipur,Delhi NCR,Metro,2016,Pre-Merger,2017-04-01,12.05,8.05,51.15,0.31,32.86,11.09,759.37,883.14
2034,BR-1554,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,2017-04-01,4.76,1.82,44.77,0.35,38.32,15.62,1171.01,1651.38
2035,BR-4271,State Bank of India (Consolidated),Lucknow,Rural,2019,Post-Merger,2017-01-04,6.91,3.06,50.46,0.62,46.81,15.11,997.38,1290.83
2036,BR-6259,State Bank of Patiala,Jaipur,Semi-Urban,2014,Pre-Merger,2017-04-01,13.68,7.28,53.79,0.73,30.8,11.28,478.38,678.59
2037,BR-6982,State Bank of Patiala,Jaipur,Urban,2015,Pre-Merger,2017-04-01,7.44,4.64,58.96,0.67,48.06,13.74,196.25,265.15
2038,BR-3168,State Bank of India (Consolidated),Ahmedabad,Rural,2019,Post-Merger,2017-04-01,9.49,4.12,43.37,1.14,52.77,14.34,354.58,433.95
2039,BR-8483,State Bank of India (Consolidated),Ahmedabad,Urban,2018,Post-Merger,2017-04-01,2.69,1.04,50.18,0.67,46.61,11.8,482.37,679.3
2040,BR-6334,State Bank of India (Consolidated),Jaipur,Metro,2020,Post-Merger,2017-04-01,4.94,1.77,44.86,1.23,42.35,13.81,420.32,504.11
2041,BR-1827,State Bank of Travancore,Bhopal,Semi-Urban,2014,Pre-Merger,2017-04-01,9.54,5.21,55.01,0.06,38.95,12.33,881.21,1116.64
2042,BR-7857,State Bank of Hyderabad,Jaipur,Urban,2016,Pre-Merger,2017-04-01,7.94,5.01,57.33,0.39,42.18,11.62,1250.72,1701.97
2043,BR-6279,State Bank of India (Consolidated),Chandigarh,Rural,2019,Post-Merger,2017-04-01,5.08,1.59,49.36,0.58,38.75,13.53,683.3,940.46
2044,BR-8796,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-04-01,5.02,1.47,48.16,1.34,41.76,13.35,478.28,611.62
2045,BR-5968,State Bank of India (Consolidated),Lucknow,Urban,2018,Post-Merger,2017-01-04,5.22,1.37,47.47,0.9,51.97,14.64,920.14,1214.2
2046,BR-1598,State Bank of India (Consolidated),Delhi NCR,Urban,2021,Post-Merger,2017-04-01,2.13,0.55,51.27,0.22,47.06,13.98,887.11,1225.46
2047,BR-6615,State Bank of India (Parent),Mumbai Metro,Metro,2015,Pre-Merger,2017-01-04,6.23,3.42,51.19,0.26,37.56,11.87,1204.92,1547.71
2048,BR-2904,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-04-01,2.97,0.76,48.23,1.11,45.82,15.72,931.3,1266.81
2049,BR-3227,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,5.45,2.4,46.48,0.31,44.48,15.03,204.58,256.06
2050,BR-6233,State Bank of India (Parent),Thiruvananthapuram,Rural,2017,Pre-Merger,2017-04-01,14.32,9.68,48.77,-0.13,38.78,11.7,1498.77,1856.28
2051,BR-2547,State Bank of India (Consolidated),Hyderabad,Metro,2020,Post-Merger,2017-04-01,7.59,1.97,42.58,0.35,42.23,13.36,1415.78,1700.57
2052,BR-3392,State Bank of Patiala,Chandigarh,Metro,2015,Pre-Merger,2017-04-01,11.2,6.56,53.58,1.05,44.78,12.15,919.71,1300.68
2053,BR-3581,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2019,Post-Merger,2017-04-01,5.62,2.22,49.45,0.8,36.31,12.32,562.52,755.65
2054,BR-9963,State Bank of Patiala,Bengaluru,Metro,2015,Pre-Merger,2017-01-04,10.3,5.86,49.7,0.97,35.27,13.43,470.57,624.74
2055,BR-1709,State Bank of Travancore,Mumbai Metro,Semi-Urban,2014,Pre-Merger,2017-04-01,8.29,4.84,53.96,0.81,43.69,11.18,621.54,888.57
2056,BR-3716,State Bank of India (Consolidated),Hyderabad,Semi-Urban,2020,Post-Merger,2017-04-01,5.9,2.3,48.58,1.27,46.03,15.43,405.66,532.43
2057,BR-7323,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,2017-04-01,10.02,4.27,45.08,0.88,46.16,15.31,454.66,581.59
2058,BR-8148,State Bank of India (Consolidated),Kolkata,Urban,2021,Post-Merger,2017-01-04,6.45,2.08,48.95,0.12,45.82,13.15,846.35,1067.86
2059,BR-9313,State Bank of India (Parent),Lucknow,Urban,2017,Pre-Merger,2017-04-01,8.24,5.4,53.23,0.98,36.62,12.9,1114.97,1285.06
2060,BR-6263,State Bank of Bikaner and Jaipur,Hyderabad,Metro,2016,Pre-Merger,2017-01-04,7.22,3.83,47.87,-0.17,38.27,13.44,989.76,1338.33
2061,BR-9275,State Bank of India (Parent),Chennai,Rural,2017,Pre-Merger,2017-04-01,12.21,7.59,52.36,0.5,40.76,12.86,1283.04,1784.2
