record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
1884,BR-8547,State Bank of India (Consolidated),Mumbai Metro,Urban,2021,Post-Merger,2017-04-01,3.83%,1.47%,50.67%,0.89%,45.51%,14.06%,384.80,453.39
1885,BR-2733,State Bank of India (Consolidated),Kolkata,Semi-Urban,2021,Post-Merger,2017-04-01,4.26%,1.58%,41.88%,0.85%,46.37%,14.99%,"1,075.70","1,556.48"
1886,BR-5721,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,01/04/2017,4.89%,1.78%,43.90%,0.85%,45.20%,13.85%,915.22,"1,312.92"
1887,BR-7960,State Bank of India (Consolidated),Thiruvananthapuram,Rural,2021,Post-Merger,2017-04-01,7.13%,2.64%,50.16%,1.03%,44.75%,13.85%,409.05,503.86
1888,BR-4992,State Bank of Patiala,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,13.11%,8.44%,45.88%,0.02%,43.99%,12.92%,"1,067.40","1,237.79"
1889,BR-9422,State Bank of Travancore,Kolkata,Rural,2017,Pre-Merger,2017-04-01,11.37%,7.38%,46.40%,1.06%,39.60%,12.63%,542.69,641.19
1890,BR-1122,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,2017-04-01,6.29%,1.97%,44.34%,0.94%,47.65%,14.53%,887.31,"1,027.29"
1891,BR-3824,State Bank of Bikaner and Jaipur,Kolkata,Semi-Urban,2014,Pre-Merger,2017-04-01,12.09%,7.80%,51.96%,0.31%,42.39%,13.11%,504.97,702.88
1892,BR-3511,State Bank of Mysore,Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,7.24%,3.69%,53.86%,0.14%,38.90%,12.61%,725.38,874.47
1893,BR-4679,State Bank of Hyderabad,Kolkata,Metro,2014,Pre-Merger,2017-04-01,5.95%,3.55%,53.67%,0.04%,39.89%,14.50%,146.61,186.29
1894,BR-9704,State Bank of India (Consolidated),Delhi NCR,Urban,2019,Post-Merger,2017-04-01,4.22%,1.82%,46.27%,0.52%,47.82%,15.25%,117.42,150.88
1895,BR-3184,State Bank of Bikaner and Jaipur,Kolkata,Rural,2014,Pre-Merger,2017-04-01,8.32%,5.10%,54.74%,1.07%,44.92%,10.59%,832.04,"1,053.49"
1896,BR-3424,State Bank of Mysore,Kolkata,Metro,2017,Pre-Merger,2017-04-01,13.63%,8.50%,58.58%,0.16%,39.69%,12.58%,"1,364.06","1,749.08"
1897,BR-4114,State Bank of India (Consolidated),Thiruvananthapuram,Rural,2019,Post-Merger,2017-04-01,7.36%,2.18%,46.49%,0.52%,40.86%,14.66%,446.65,643.71
1898,BR-2613,State Bank of India (Consolidated),Bengaluru,Urban,2021,Post-Merger,01/04/2017,5.22%,1.50%,44.77%,0.85%,49.53%,14.70%,581.73,681.41
1899,BR-4158,State Bank of India (Consolidated),Jaipur,Urban,2020,Post-Merger,2017-04-01,5.79%,2.14%,53.61%,0.88%,44.32%,14.60%,"1,470.87","1,847.97"
1900,BR-8008,State Bank of Bikaner and Jaipur,Lucknow,Metro,2016,Pre-Merger,2017-04-01,10.10%,6.79%,52.10%,1.03%,41.56%,12.58%,380.14,441.69
1901,BR-9163,State Bank of Patiala,Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,14.58%,9.06%,50.75%,0.54%,40.27%,10.04%,313.39,404.91
1902,BR-8644,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-04-01,7.54%,3.08%,50.75%,0.10%,51.52%,13.15%,459.98,550.05
1903,BR-6419,State Bank of Patiala,Thiruvananthapuram,Urban,2016,Pre-Merger,2017-04-01,8.11%,4.26%,65.72%,0.53%,42.84%,13.19%,173.22,226.81
1904,BR-1373,State Bank of Mysore,Lucknow,Rural,2015,Pre-Merger,2017-04-01,9.15%,5.88%,48.98%,0.60%,42.87%,12.07%,489.21,571.82
1905,BR-6394,State Bank of Mysore,Chennai,Semi-Urban,2017,Pre-Merger,01/04/2017,9.28%,5.57%,54.18%,0.16%,45.67%,13.10%,"1,201.37","1,451.45"
1906,BR-5655,State Bank of India (Consolidated),Bhopal,Urban,2021,Post-Merger,2017-04-01,6.36%,1.75%,46.01%,1.60%,49.17%,14.16%,"1,350.67","1,737.04"
1907,BR-4486,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,6.17%,1.89%,48.85%,1.57%,47.45%,15.42%,332.39,385.60
1908,BR-6713,State Bank of India (Consolidated),Bhopal,Metro,2021,Post-Merger,2017-04-01,9.33%,3.27%,46.62%,1.05%,46.21%,15.45%,"1,086.13","1,538.03"
1909,BR-1684,State Bank of India (Parent),Hyderabad,Urban,2016,Pre-Merger,2017-04-01,7.83%,3.99%,53.18%,1.12%,42.34%,12.28%,607.90,861.85
1910,BR-9401,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,01/04/2017,4.94%,1.59%,49.04%,1.05%,46.38%,13.13%,240.48,294.95
1911,BR-3389,State Bank of India (Consolidated),Kolkata,Urban,2018,Post-Merger,2017-04-01,5.59%,2.21%,47.99%,1.07%,43.32%,14.40%,"1,002.81","1,416.90"
1912,BR-3124,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2018,Post-Merger,2017-04-01,9.66%,3.38%,43.55%,1.28%,47.32%,11.50%,941.99,"1,161.31"
1913,BR-6389,State Bank of Patiala,Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,7.15%,4.86%,60.10%,0.07%,43.69%,11.54%,722.33,"1,015.05"
1914,BR-4904,State Bank of India (Consolidated),Delhi NCR,Metro,2018,Post-Merger,2017-04-01,4.02%,1.75%,49.81%,0.83%,41.93%,16.44%,885.04,"1,238.04"
1915,BR-6862,State Bank of Travancore,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,10.79%,6.30%,56.47%,1.05%,42.19%,14.04%,"1,202.74","1,568.29"
1916,BR-8007,State Bank of Patiala,Bhopal,Rural,2014,Pre-Merger,2017-04-01,10.79%,5.42%,51.15%,0.31%,34.96%,13.91%,807.03,"1,112.64"
1917,BR-5430,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,01/04/2017,4.77%,1.67%,47.36%,0.79%,41.95%,14.67%,"1,010.07","1,248.80"
1918,BR-1134,State Bank of India (Consolidated),Delhi NCR,Rural,2020,Post-Merger,2017-04-01,5.94%,2.03%,40.11%,0.66%,45.89%,14.02%,"1,143.33","1,429.19"
1919,BR-4752,State Bank of India (Parent),Ahmedabad,Metro,2015,Pre-Merger,01/04/2017,10.91%,5.81%,53.24%,0.61%,33.47%,13.51%,658.40,862.68
1920,BR-7710,State Bank of India (Consolidated),Chennai,Semi-Urban,2018,Post-Merger,2017-04-01,6.79%,2.66%,45.49%,1.28%,47.80%,13.29%,"1,032.10","1,458.22"
1921,BR-8895,State Bank of India (Consolidated),Mumbai Metro,Urban,2019,Post-Merger,2017-04-01,6.71%,2.52%,54.69%,1.37%,48.95%,13.33%,704.75,904.79
1922,BR-7652,State Bank of Patiala,Kolkata,Rural,2017,Pre-Merger,01/04/2017,7.13%,3.86%,53.61%,1.15%,34.04%,11.89%,"1,358.25","1,598.17"
1923,BR-5010,State Bank of India (Consolidated),Mumbai Metro,Metro,2019,Post-Merger,01/04/2017,8.34%,2.99%,49.35%,0.51%,40.95%,12.00%,629.10,890.41
1924,BR-1620,State Bank of India (Consolidated),Chandigarh,Metro,2021,Post-Merger,2017-04-01,8.28%,2.86%,40.56%,0.40%,45.86%,12.97%,508.60,685.72
1925,BR-7989,State Bank of India (Consolidated),Mumbai Metro,Urban,2021,Post-Merger,01/04/2017,9.47%,3.04%,45.80%,0.60%,49.14%,12.70%,"1,051.09","1,232.90"
1926,BR-7729,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,4.64%,1.34%,47.99%,0.10%,48.45%,12.55%,556.83,701.70
1927,BR-8119,State Bank of Travancore   ,Chandigarh,Metro,2015,Pre-Merger,01/04/2017,9.94%,5.96%,58.70%,-0.35%,37.93%,14.50%,227.23,296.74
1928,BR-1741,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,5.49%,2.44%,46.63%,0.62%,48.79%,14.86%,828.74,"1,041.99"
1929,BR-3034,State Bank of Mysore,Chandigarh,Semi-Urban,2016,Pre-Merger,2017-04-01,8.17%,4.38%,52.77%,-0.23%,39.40%,11.78%,"1,247.10","1,598.15"
1930,BR-7071,State Bank of Mysore,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,11.37%,5.98%,49.95%,0.51%,46.46%,10.05%,873.61,"1,035.86"
1931,BR-4472,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,9.53%,5.17%,46.94%,-0.18%,42.13%,12.13%,957.18,"1,353.25"
1932,BR-1259,State Bank of India (Consolidated),Delhi NCR,Metro,2021,Post-Merger,2017-04-01,9.60%,3.28%,47.36%,0.64%,45.63%,11.75%,873.37,"1,067.28"
1933,BR-4480,State Bank of India (Consolidated),Lucknow,Urban,2019,Post-Merger,2017-04-01,6.98%,2.96%,50.27%,0.95%,45.62%,14.56%,134.25,191.72
1934,BR-4850,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,5.67%,2.46%,44.02%,1.38%,48.11%,14.88%,704.41,968.16
1935,BR-9682,State Bank of India (Parent),Hyderabad,Semi-Urban,2014,Pre-Merger,2017-04-01,6.30%,3.45%,57.75%,-0.54%,37.25%,12.31%,793.47,"1,029.42"
1936,BR-3879,State Bank of India (Consolidated),Bengaluru,Metro,2019,Post-Merger,2017-04-01,4.55%,1.59%,50.99%,0.60%,43.04%,15.90%,"1,283.62","1,830.54"
1937,BR-7863,State Bank of India (Consolidated)   ,Hyderabad,Urban,2019,Post-Merger,01/04/2017,8.17%,3.55%,43.75%,0.94%,45.99%,14.60%,793.86,925.21
1938,BR-2728,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,10.10%,5.19%,48.64%,-0.25%,43.25%,14.32%,276.33,393.09
1939,BR-1425,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,6.10%,1.97%,46.65%,0.93%,46.18%,13.59%,120.96,151.10
1940,BR-7411,State Bank of India (Consolidated),Ahmedabad,Urban,2019,Post-Merger,2017-04-01,5.93%,2.31%,49.29%,0.84%,46.45%,15.78%,384.85,494.63
1941,BR-2526,State Bank of Hyderabad,Ahmedabad,Metro,2014,Pre-Merger,01/04/2017,8.61%,4.42%,54.59%,-0.66%,36.92%,12.82%,926.28,"1,196.38"
1942,BR-7396,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2020,Post-Merger,2017-04-01,10.03%,2.71%,47.54%,1.30%,39.63%,13.46%,"1,274.74","1,542.34"
1943,BR-3045,State Bank of India (Consolidated),Bengaluru,Urban,2018,Post-Merger,2017-04-01,4.47%,1.93%,41.51%,0.80%,49.57%,13.25%,"1,434.80","1,737.28"
1944,BR-8948,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,4.76%,1.21%,44.73%,0.38%,45.58%,13.94%,"1,316.48","1,587.53"
1945,BR-5848,State Bank of Travancore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,6.04%,3.52%,51.89%,0.35%,35.13%,12.46%,"1,294.71","1,553.47"
1946,BR-2343,State Bank of Mysore,Chandigarh,Metro,2017,Pre-Merger,01/04/2017,12.36%,7.81%,50.02%,0.34%,50.79%,10.59%,976.79,"1,413.21"
1947,BR-4357,State Bank of India (Parent),Thiruvananthapuram,Urban,2014,Pre-Merger,2017-04-01,8.30%,5.46%,49.71%,1.20%,33.93%,12.17%,"1,320.55","1,825.05"
1948,BR-7449,State Bank of Mysore,Lucknow,Urban,2017,Pre-Merger,01/04/2017,5.54%,2.92%,53.75%,0.39%,47.71%,13.47%,427.19,611.35
1949,BR-3894,State Bank of India (Parent),Bengaluru,Urban,2016,Pre-Merger,01/04/2017,14.32%,9.38%,61.90%,1.20%,50.57%,13.04%,"1,109.73","1,364.27"
1950,BR-7241,State Bank of Bikaner and Jaipur,Chandigarh,Semi-Urban,2014,Pre-Merger,2017-04-01,10.02%,5.22%,58.20%,0.68%,37.42%,13.03%,"1,438.42","1,665.08"
1951,BR-1026,State Bank of India (Consolidated),Lucknow,Rural,2018,Post-Merger,01/04/2017,9.16%,3.91%,42.20%,1.40%,44.63%,13.95%,"1,194.78","1,547.00"
1952,BR-7421,State Bank of India (Parent),Chennai,Metro,2016,Pre-Merger,2017-04-01,13.67%,8.08%,54.40%,-0.29%,40.73%,10.26%,"1,428.48","1,766.62"
1953,BR-6928,State Bank of Hyderabad   ,Ahmedabad,Semi-Urban,2016,Pre-Merger,01/04/2017,11.34%,7.15%,,0.08%,36.99%,12.91%,902.20,"1,051.02"
1954,BR-4891,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2020,Post-Merger,2017-04-01,4.27%,1.16%,51.99%,1.03%,45.09%,11.67%,"1,422.91","2,039.97"
1955,BR-7601,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,3.56%,1.38%,45.65%,0.36%,41.34%,13.68%,"1,176.21","1,647.50"
1956,BR-7085,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-04-01,2.67%,1.00%,46.08%,0.43%,44.38%,12.68%,215.03,262.92
1957,BR-3583,State Bank of India (Parent),Lucknow,Semi-Urban,2017,Pre-Merger,2017-04-01,12.93%,8.51%,45.83%,0.84%,35.20%,11.71%,"1,425.08","1,958.48"
1958,BR-7664,State Bank of India (Parent),Mumbai Metro,Rural,2017,Pre-Merger,2017-04-01,6.52%,3.57%,62.07%,0.74%,41.28%,11.67%,322.05,383.92
1959,BR-7426,State Bank of India (Parent),Kolkata,Semi-Urban,2015,Pre-Merger,2017-04-01,11.98%,7.91%,52.73%,-0.49%,45.21%,12.78%,371.46,500.93
1960,BR-2140,State Bank of India (Consolidated),Mumbai Metro,Rural,2021,Post-Merger,2017-04-01,5.12%,1.50%,51.04%,1.04%,43.17%,12.19%,133.06,162.48
1961,BR-5735,State Bank of Travancore,Bengaluru,Metro,2017,Pre-Merger,2017-04-01,13.45%,8.37%,58.11%,-0.05%,43.09%,13.47%,107.75,127.90
1962,BR-8618,State Bank of India (Consolidated),Kolkata,Urban,2018,Post-Merger,2017-04-01,6.29%,1.94%,43.18%,1.06%,50.14%,13.18%,"1,203.09","1,447.23"
1963,BR-3978,State Bank of India (Consolidated),Mumbai Metro,Rural,2020,Post-Merger,01/04/2017,3.74%,1.36%,37.26%,0.73%,45.71%,13.46%,"1,139.44","1,386.58"
1964,BR-6626,State Bank of Travancore,Hyderabad,Urban,2014,Pre-Merger,2017-04-01,9.51%,5.50%,49.15%,0.85%,43.42%,14.50%,941.70,"1,275.81"
1965,BR-8069,State Bank of India (Consolidated),Jaipur,Semi-Urban,2021,Post-Merger,01/04/2017,4.63%,1.44%,44.51%,1.03%,46.65%,15.26%,851.86,997.25
1966,BR-5212,State Bank of India (Consolidated),Ahmedabad,Rural,2020,Post-Merger,01/04/2017,6.87%,2.06%,45.53%,1.40%,46.19%,11.92%,619.10,754.68
1967,BR-1833,State Bank of India (Parent),Hyderabad,Urban,2015,Pre-Merger,2017-04-01,10.85%,6.07%,53.06%,0.79%,43.29%,11.58%,"1,411.98","1,903.42"
1968,BR-2260,State Bank of Bikaner and Jaipur,Ahmedabad,Rural,2017,Pre-Merger,01/04/2017,14.17%,8.12%,58.35%,-0.84%,45.05%,13.08%,909.99,"1,073.10"
1969,BR-1249,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,2017-04-01,6.63%,2.72%,47.64%,0.96%,43.37%,12.01%,819.35,950.55
1970,BR-4679,State Bank of Patiala,Bengaluru,Rural,2015,Pre-Merger,2017-04-01,6.09%,3.47%,48.60%,0.63%,43.91%,12.04%,884.36,"1,256.30"
1971,BR-7716,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,8.07%,2.99%,51.92%,0.43%,48.72%,16.06%,"1,292.82","1,853.71"
1972,BR-7659,State Bank of India (Consolidated),Bhopal,Rural,2018,Post-Merger,01/04/2017,7.26%,1.82%,44.11%,0.67%,42.94%,12.48%,"1,477.11","1,949.52"
1973,BR-1683,State Bank of Mysore,Chennai,Semi-Urban,2017,Pre-Merger,2017-04-01,13.77%,7.51%,44.92%,0.76%,44.29%,11.87%,680.32,937.47
1974,BR-4613,State Bank of Mysore,Chennai,Metro,2016,Pre-Merger,01/04/2017,5.81%,3.49%,58.55%,-0.60%,36.34%,11.64%,"1,038.60","1,289.84"
1975,BR-1158,State Bank of India (Parent),Lucknow,Urban,2017,Pre-Merger,2017-04-01,6.57%,4.39%,57.57%,-1.39%,45.77%,14.17%,722.21,858.40
1976,BR-7459,State Bank of India (Consolidated),Chennai,Metro,2018,Post-Merger,2017-04-01,4.74%,1.20%,47.91%,0.43%,43.82%,13.64%,540.67,648.30
1977,BR-3421,State Bank of India (Consolidated),Kolkata,Urban,2020,Post-Merger,2017-04-01,4.64%,1.79%,52.53%,0.59%,46.88%,14.84%,"1,388.62","1,782.64"
1978,BR-3173,State Bank of India (Consolidated),Mumbai Metro,Rural,2019,Post-Merger,2017-04-01,3.61%,1.28%,44.37%,0.55%,49.12%,13.74%,167.26,203.31
1979,BR-6873,State Bank of India (Consolidated)   ,Bhopal,Semi-Urban,2019,Post-Merger,01/04/2017,4.33%,,,1.18%,49.57%,14.10%,817.65,"1,096.22"
1980,BR-5247,State Bank of India (Parent),Jaipur,Urban,2016,Pre-Merger,2017-04-01,17.08%,9.19%,55.94%,0.24%,42.27%,13.92%,437.92,518.18
1981,BR-4048,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2021,Post-Merger,2017-04-01,5.42%,1.71%,52.51%,1.02%,50.53%,12.71%,548.25,713.13
1982,BR-8323,State Bank of Hyderabad,Chennai,Rural,2015,Pre-Merger,2017-04-01,6.09%,3.76%,51.59%,-0.29%,40.23%,12.08%,935.74,"1,356.30"
1983,BR-2009,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2018,Post-Merger,2017-04-01,6.57%,1.94%,53.13%,0.77%,44.92%,12.52%,668.67,892.38
1984,BR-1282,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2020,Post-Merger,2017-04-01,6.28%,1.64%,45.50%,0.83%,44.61%,13.45%,"1,425.16","1,680.70"
1985,BR-7358,State Bank of Patiala,Lucknow,Urban,2017,Pre-Merger,2017-04-01,9.55%,5.81%,56.67%,0.92%,37.77%,12.84%,407.46,480.55
1986,BR-7911,State Bank of India (Consolidated),Hyderabad,Urban,2018,Post-Merger,2017-04-01,4.73%,1.32%,46.54%,1.29%,47.86%,15.25%,355.33,463.03
1987,BR-1242,State Bank of India (Consolidated),Bengaluru,Urban,2020,Post-Merger,2017-04-01,5.13%,1.94%,40.94%,1.10%,45.51%,14.03%,723.73,"1,002.71"
1988,BR-5652,State Bank of India (Consolidated)   ,Bengaluru,Rural,2019,Post-Merger,01/04/2017,8.14%,,,0.75%,41.59%,15.45%,847.32,"1,039.24"
1989,BR-3054,State Bank of India (Consolidated)   ,Hyderabad,Rural,2021,Post-Merger,01/04/2017,5.72%,,,1.60%,43.17%,15.86%,"1,237.80","1,509.08"
1990,BR-2722,State Bank of India (Consolidated),Chandigarh,Urban,2018,Post-Merger,2017-04-01,5.78%,2.59%,46.72%,0.36%,41.83%,13.64%,208.34,272.84
1991,BR-4589,State Bank of India (Parent),Bhopal,Rural,2016,Pre-Merger,2017-04-01,10.93%,6.65%,63.02%,0.84%,44.71%,9.63%,843.28,"1,124.71"
1992,BR-1728,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,01/04/2017,7.24%,2.45%,44.45%,0.74%,46.77%,14.71%,"1,202.84","1,652.05"
1993,BR-5111,State Bank of India (Parent)   ,Bengaluru,Urban,2016,Pre-Merger,01/04/2017,8.05%,4.29%,,0.77%,36.20%,9.55%,"1,171.17","1,507.32"
1994,BR-5339,State Bank of India (Parent),Lucknow,Metro,2016,Pre-Merger,2017-04-01,4.02%,2.46%,59.77%,-0.61%,37.43%,12.34%,"1,214.46","1,751.19"
1995,BR-5777,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2019,Post-Merger,2017-04-01,4.41%,1.34%,42.66%,0.76%,45.88%,14.80%,"1,328.46","1,650.98"
1996,BR-4915,State Bank of India (Consolidated),Hyderabad,Semi-Urban,2020,Post-Merger,01/04/2017,5.82%,1.47%,51.26%,0.67%,51.09%,13.32%,"1,062.53","1,287.40"
1997,BR-6171,State Bank of Patiala,Hyderabad,Metro,2017,Pre-Merger,2017-04-01,9.70%,5.85%,63.83%,1.20%,37.59%,13.10%,"1,303.48","1,538.85"
1998,BR-3921,State Bank of India (Consolidated),Ahmedabad,Urban,2020,Post-Merger,2017-04-01,9.29%,3.85%,48.69%,0.67%,37.47%,14.05%,"1,020.66","1,278.29"
1999,BR-6005,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,7.40%,2.34%,43.40%,1.21%,40.56%,13.18%,604.21,835.88
2000,BR-2350,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,01/04/2017,4.53%,1.93%,49.96%,0.90%,41.18%,13.04%,"1,288.81","1,634.51"
2001,BR-3781,State Bank of Travancore,Jaipur,Metro,2017,Pre-Merger,2017-04-01,9.27%,5.95%,54.54%,0.98%,37.96%,12.04%,356.33,476.67
2002,BR-9613,State Bank of Bikaner and Jaipur,Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,10.42%,6.53%,58.54%,0.07%,43.72%,12.26%,191.92,250.32
2003,BR-4340,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2018,Post-Merger,2017-04-01,5.72%,2.05%,40.90%,0.59%,50.34%,15.80%,640.03,911.64
2004,BR-5404,State Bank of India (Consolidated)   ,Lucknow,Metro,2018,Post-Merger,01/04/2017,1.50%,0.40%,51.50%,0.66%,39.96%,13.48%,"1,496.89","2,113.52"
2005,BR-5552,Bharatiya Mahila Bank,Jaipur,Metro,2016,Pre-Merger,2017-04-01,11.55%,6.17%,58.01%,-0.06%,45.82%,14.50%,945.30,"1,293.13"
2006,BR-2588,State Bank of India (Consolidated),Jaipur,Semi-Urban,2019,Post-Merger,2017-04-01,7.15%,2.35%,40.65%,0.99%,42.79%,12.74%,"1,235.64","1,579.08"
2007,BR-4771,State Bank of Travancore,Hyderabad,Rural,2015,Pre-Merger,2017-04-01,12.91%,6.55%,53.16%,0.09%,37.55%,13.25%,95.91,128.74
2008,BR-6085,State Bank of India (Consolidated),Ahmedabad,Semi-Urban,2020,Post-Merger,2017-04-01,5.09%,1.78%,49.37%,0.35%,44.20%,13.60%,969.90,"1,403.80"
2009,BR-3997,Bharatiya Mahila Bank,Hyderabad,Urban,2014,Pre-Merger,2017-04-01,2.66%,1.76%,60.46%,0.16%,40.16%,11.36%,609.87,778.85
2010,BR-8039,State Bank of Patiala,Ahmedabad,Urban,2015,Pre-Merger,01/04/2017,10.61%,6.08%,54.64%,0.34%,44.48%,11.63%,"1,023.19","1,441.05"
2011,BR-6723,State Bank of Patiala,Lucknow,Urban,2016,Pre-Merger,01/04/2017,11.50%,7.27%,55.94%,1.20%,39.84%,10.85%,563.50,701.74
2012,BR-7742,State Bank of India (Consolidated),Chennai,Metro,2020,Post-Merger,2017-04-01,6.50%,2.71%,46.40%,1.12%,43.81%,13.90%,"1,401.30","1,639.17"
2013,BR-4058,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2016,Pre-Merger,2017-04-01,7.94%,4.40%,58.31%,0.79%,41.12%,12.90%,699.06,884.98
2014,BR-1272,State Bank of Travancore,Jaipur,Rural,2016,Pre-Merger,2017-04-01,11.76%,7.92%,57.50%,0.61%,37.63%,14.50%,"1,092.65","1,330.03"
2015,BR-1602,State Bank of India (Consolidated)   ,Jaipur,Semi-Urban,2021,Post-Merger,01/04/2017,6.72%,2.62%,46.67%,1.06%,48.29%,11.50%,663.50,918.57
2016,BR-6647,State Bank of India (Parent),Jaipur,Urban,2015,Pre-Merger,01/04/2017,9.31%,5.29%,49.87%,0.78%,42.36%,12.15%,385.12,540.86
2017,BR-5836,State Bank of India (Consolidated)   ,Bengaluru,Urban,2020,Post-Merger,01/04/2017,8.29%,2.12%,53.82%,0.64%,43.34%,11.52%,"1,344.72","1,793.36"
2018,BR-1076,State Bank of Bikaner and Jaipur,Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,7.34%,4.76%,49.84%,-0.60%,37.91%,11.75%,436.19,590.90
2019,BR-5927,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2021,Post-Merger,01/04/2017,7.89%,3.25%,44.97%,0.62%,51.79%,14.14%,277.75,323.06
2020,BR-5438,State Bank of Patiala,Thiruvananthapuram,Urban,2016,Pre-Merger,01/04/2017,9.76%,6.27%,58.47%,0.51%,41.90%,12.26%,222.50,285.20
2021,BR-5380,State Bank of India (Parent)   ,Lucknow,Metro,2014,Pre-Merger,01/04/2017,11.09%,6.31%,55.31%,0.54%,43.24%,12.79%,251.14,311.53
2022,BR-8702,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2018,Post-Merger,2017-04-01,6.90%,2.12%,44.18%,0.66%,51.30%,12.04%,245.47,327.56
2023,BR-9166,State Bank of India (Consolidated),Kolkata,Urban,2021,Post-Merger,2017-04-01,7.29%,2.86%,41.38%,1.32%,43.53%,13.93%,380.02,469.73
2024,BR-3796,State Bank of India (Parent)   ,Chandigarh,Metro,2017,Pre-Merger,01/04/2017,6.46%,3.31%,60.11%,0.65%,36.54%,10.46%,"1,238.99","1,507.58"
2025,BR-9796,State Bank of India (Parent),Lucknow,Urban,2016,Pre-Merger,01/04/2017,4.97%,3.17%,52.64%,0.12%,43.64%,11.94%,227.69,283.87
2026,BR-9475,State Bank of India (Parent),Lucknow,Metro,2015,Pre-Merger,2017-04-01,8.54%,4.52%,52.47%,0.06%,41.02%,12.34%,852.87,"1,072.29"
2027,BR-4390,State Bank of India (Parent),Thiruvananthapuram,Metro,2016,Pre-Merger,2017-04-01,14.11%,7.10%,56.19%,0.51%,40.82%,13.44%,"1,448.25","1,963.12"
2028,BR-5810,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,6.39%,2.55%,51.99%,1.37%,42.27%,15.23%,892.06,"1,090.71"
2029,BR-3974,State Bank of Patiala,Ahmedabad,Rural,2016,Pre-Merger,2017-04-01,10.75%,5.67%,56.79%,0.56%,45.09%,12.99%,433.34,529.49
2030,BR-2889,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2018,Post-Merger,01/04/2017,6.26%,2.47%,45.63%,0.45%,42.78%,14.24%,230.90,330.25
2031,BR-9894,State Bank of India (Consolidated),Jaipur,Semi-Urban,2020,Post-Merger,2017-04-01,4.59%,1.83%,46.49%,0.94%,43.75%,14.58%,"1,173.19","1,409.65"
2032,BR-2569,State Bank of India (Parent),Kolkata,Metro,2014,Pre-Merger,01/04/2017,13.02%,8.61%,59.58%,1.16%,45.62%,12.44%,"1,463.88","2,103.79"
2033,BR-8035,State Bank of Bikaner and Jaipur,Delhi NCR,Metro,2016,Pre-Merger,2017-04-01,12.05%,8.05%,51.15%,0.31%,32.86%,11.09%,759.37,883.14
2034,BR-1554,State Bank of India (Consolidated),Bhopal,Semi-Urban,2019,Post-Merger,2017-04-01,4.76%,1.82%,44.77%,0.35%,38.32%,15.62%,"1,171.01","1,651.38"
